,epoch,train_loss,train_av_acc,val_av_acc,val_av_iou,val_auc,iou_0,iou_1,auc_0,auc_1
15,16.0,0.18305949828028678,0.9746176427602768,0.98426,0.910907268984942,0.9947529996719826,0.9828540305010893,0.8389605074687948,0.9947529762985629,0.9947530230454025
16,17.0,0.19113029100000858,0.9743084094524384,0.99498,0.9717130938344669,0.9963251349375327,0.9944631945823131,0.9489629930866206,0.9963237277833927,0.9963265420916727
17,18.0,0.20105187836289407,0.9719355424642563,0.97392,0.8184681665259899,0.9791404442597058,0.9724998945548105,0.6644364384971694,0.9791404477914819,0.9791404407279297
18,19.0,0.19654592476785182,0.9727396446466446,0.97344,0.9155354645940992,0.994000333805592,0.9681052909671686,0.8629656382210298,0.9940003351370863,0.9940003324740979
19,20.0,0.18701157815754413,0.9751453773975373,0.9831,0.9320482865821895,0.9954154457644584,0.980616153969674,0.8834804191947049,0.9954154413830785,0.9954154501458384
20,21.0,0.18143579199910165,0.9753919442892075,0.96506,0.9100752561467309,0.99169102381601,0.9549602969990719,0.86519021529439,0.9916910216276378,0.9916910260043823
21,22.0,0.1752432983517647,0.9773549432754517,0.987,0.9359385698937435,0.9933889669991457,0.9855333733947609,0.886343766392726,0.9933889617325126,0.9933889722657788
22,23.0,0.17966176767647266,0.9762470104694366,0.9913,0.9765437411792959,0.9981467506327077,0.9886092853963183,0.9644781969622734,0.9981467528273176,0.9981467484380978
23,24.0,0.18549153999984264,0.9749519445896149,0.91962,0.7506907421994842,0.9931955205944807,0.9089879752711791,0.5923935091277891,0.9932206185030903,0.993170422685871
24,25.0,0.17186060452461244,0.9778436776399613,0.98162,0.9433407501647051,0.9949057227318976,0.9774738338603328,0.9092076664690772,0.9949053389208145,0.9949061065429806
25,26.0,0.1824721410125494,0.97503544485569,0.98588,0.9318796041718493,0.9935382286250691,0.9842575869065935,0.8795016214371053,0.9935382265815169,0.9935382306686212
26,27.0,0.18590246498584748,0.9751455781459808,0.97992,0.9485150322516003,0.9948706108918866,0.9734903493253769,0.9235397151778235,0.9948708060085909,0.9948704157751822
27,28.0,0.17423462168872356,0.9778792763948441,0.97658,0.9392855219152436,0.9978836867312463,0.9694096133751307,0.9091614304553565,0.997883685070789,0.9978836883917036
28,29.0,0.17687427587807178,0.9767073434591294,0.9896,0.9686176502102917,0.9968754817145091,0.9870246531589979,0.9502106472615856,0.9968754997504277,0.9968754636785905
29,30.0,0.1779007611274719,0.9764185763597488,0.96378,0.8767721220964829,0.9828188715340507,0.9578307642155265,0.7957134799774394,0.9828158073315496,0.9828219357365519
30,31.0,0.17641604501008987,0.9758469109535217,0.9855,0.9531399310971573,0.996021343605514,0.982403339724764,0.9238765224695507,0.9960213442846122,0.9960213429264158
31,32.0,0.17585052821040154,0.9772272106409073,0.98912,0.9443112496706182,0.9939132754914893,0.9879288155150224,0.900693683826214,0.9939132732988359,0.9939132776841427
32,33.0,0.1690062561184168,0.978230509519577,0.97702,0.9221891389278583,0.9929111837960045,0.9727725118483412,0.8716057660073752,0.9929111845127295,0.9929111830792796
33,34.0,0.17144909538328648,0.9780553097724914,0.98914,0.9642621919203644,0.9971022374089422,0.9868299781712345,0.9416944056694942,0.9971022394494367,0.9971022353684478
34,35.0,0.17566721196472646,0.9765564757585525,0.98628,0.9445634263377176,0.9947495203729887,0.9842197276407803,0.9049071250346549,0.9947495212134311,0.9947495195325463
35,36.0,0.1771073599755764,0.977178477048874,0.97518,0.8941274331804102,0.9909464933656189,0.9721067182126722,0.8161481481481482,0.9909464430108282,0.9909465437204097
36,37.0,0.169772000297904,0.9780852454900741,0.96464,0.8834538199243376,0.9927041748679277,0.9584361849683805,0.8084714548802947,0.9927041035113583,0.9927042462244973
37,38.0,0.16431262861937285,0.97903657746315,0.949,0.8096354265657654,0.9876328169613011,0.9429159857625753,0.6763548673689554,0.9876328159713926,0.9876328179512095
38,39.0,0.17457691809535025,0.9772286108732223,0.95968,0.8824108519860416,0.993478652574284,0.9510572697919448,0.8137644341801386,0.9934786512628617,0.9934786538857062
39,40.0,0.16774524584412576,0.9786673769950867,0.96712,0.9066615604013606,0.9925347813213332,0.9592877838587455,0.8540353369439758,0.9925349095433869,0.9925346530992796
40,41.0,0.16902845357358456,0.9781801769733429,0.96584,0.8652445683158652,0.9925465673469314,0.9614560061381536,0.7690331304935767,0.9925465692367921,0.9925465654570707
41,42.0,0.163417428791523,0.9797738102674485,0.94162,0.7899603080677564,0.9893552111132168,0.9346848358729946,0.6452357802625183,0.9893551959744379,0.9893552262519957
42,43.0,0.1751756667345762,0.9775962764024735,0.97278,0.9081879374072358,0.9952204749224571,0.9678842795790269,0.8484915952354447,0.9952204734135127,0.9952204764314015
43,44.0,0.16257823590934276,0.9794397782087326,0.98988,0.9652739386007737,0.9960853085808586,0.9878590109652806,0.9426888662362668,0.9960851499320708,0.9960854672296465
44,45.0,0.1597260463833809,0.9801336432695389,0.96846,0.8693538224814099,0.9947873524756696,0.9646388770545103,0.7740687679083095,0.9947873494171648,0.9947873555341745
45,46.0,0.15962040743231773,0.9799450442790986,0.96602,0.9086858793244934,0.9977953949264243,0.9570232464017403,0.8603485122472464,0.9977953937267365,0.9977953961261121
46,47.0,0.16631634098291398,0.9788995107412338,0.97938,0.9278085642462541,0.9942900528783329,0.9757103142816755,0.8799068142108328,0.9942900528783328,0.9942900528783329
47,48.0,0.16976896657049656,0.9772911778688431,0.8459,0.6320981693498791,0.98499098985686,0.8247230373757365,0.4394733013240215,0.9849904212049263,0.9849915585087936
48,49.0,0.16229102796316147,0.9791940439939499,0.99204,0.9634766971253855,0.9955919597229086,0.9909920105017767,0.9359613837489944,0.9955919578207489,0.9955919616250682
49,50.0,0.1632905947268009,0.9793005766868591,0.98922,0.9043781762933348,0.981440251509627,0.9886628946427445,0.8200934579439252,0.9814402571998627,0.9814402458193914
50,51.0,0.1572804939597845,0.9802352775335312,0.98854,0.9401626270394043,0.9953265128346005,0.9873280551992569,0.8929971988795519,0.9953265117215102,0.9953265139476909
51,52.0,0.1649672752469778,0.9793895447254181,0.97734,0.9016487685953648,0.9918304638000706,0.9745490486780332,0.8287484885126964,0.9918322929189349,0.9918286346812062
52,53.0,0.1623885825276375,0.9789947448968888,0.97754,0.8975339953600536,0.9958758243463202,0.9749782758851184,0.8200897148349888,0.995875823289661,0.9958758254029795
53,54.0,0.1602509919628501,0.9799832776784897,0.9757,0.9452840659429769,0.9955636712757951,0.9652270971065511,0.9253410347794028,0.9955648555849809,0.9955624869666094
54,55.0,0.15620984771847726,0.9805493770837784,0.9735,0.9392168805429844,0.9976476768882132,0.9628017967434026,0.9156319643425661,0.997647673506736,0.9976476802696903
55,56.0,0.1598399814814329,0.9800001435279846,0.9781,0.9336019774124303,0.9939381033432532,0.9731341086412484,0.8940698461836123,0.9939381027071477,0.9939381039793587
56,57.0,0.16361809395253657,0.9788190442323684,0.99166,0.9625046510957325,0.997021548557856,0.990534129344199,0.9344751728472659,0.9970215485578559,0.997021548557856
57,58.0,0.16002017356455325,0.980039643406868,0.98026,0.9442512761268091,0.9953782258977008,0.9750663129973475,0.9134362392562708,0.995378228861827,0.9953782229335745
58,59.0,0.1592271615937352,0.9801737779378891,0.98864,0.9713391184175402,0.9968490307086595,0.9846652267818574,0.9580130100532229,0.9968490712604526,0.9968489901568662
59,60.0,0.15511055020987988,0.9807600444555282,0.98606,0.9479095077355242,0.9909029836134375,0.9837020062666604,0.9121170092043879,0.9909029882568272,0.990902978970048
60,61.0,0.15780403143167496,0.979922511100769,0.98062,0.8825665247169877,0.9839237805232981,0.9791348162184277,0.7859982332155477,0.9839237818156823,0.9839237792309139
61,62.0,0.1601861351430416,0.9796312456130981,0.98764,0.9664993835740949,0.9979234885377399,0.983942629978954,0.9490561371692359,0.9979234896529418,0.997923487422538
62,63.0,0.15518331471085547,0.980712776184082,0.98546,0.9645002187462871,0.9964255847013836,0.9800789170822601,0.9489215204103141,0.9964255826973732,0.9964255867053942
63,64.0,0.15332197704166173,0.9807298446893692,0.99186,0.9506709291598667,0.9935052375978212,0.9911278719972098,0.9102139863225237,0.9935052325111647,0.9935052426844776
64,65.0,0.152488173186779,0.9805726438760758,0.9858,0.952619925053257,0.9953987869495923,0.9829203752706278,0.9223194748358862,0.9954005613772507,0.9953970125219338
65,66.0,0.15579771438241005,0.9809235767126083,0.9863,0.9696059734797725,0.9974868938602153,0.9797181263693966,0.9594938205901484,0.9974867720305193,0.9974870156899112
66,67.0,0.15851594477891923,0.9803279777765274,0.98072,0.9242672380325299,0.9965250857613621,0.9778436645291779,0.8706908115358819,0.9965250875103001,0.996525084012424
67,68.0,0.1582130692228675,0.9799781113862991,0.97946,0.9017318480129891,0.9897899115553479,0.9772369616774165,0.8262267343485618,0.9897899115553479,0.9897899115553478
68,69.0,0.15353236585855484,0.9807402456998825,0.99002,0.967233215815891,0.997134031530164,0.987875400913597,0.9465910307181847,0.9971340322047505,0.9971340308555776
69,70.0,0.15643188332021235,0.98015034365654,0.96682,0.9232133549297864,0.9969914423324998,0.9542660234321158,0.892160686427457,0.9969914413384797,0.9969914433265199
70,71.0,0.1556696544289589,0.9802720439434052,0.90328,0.7589553297122017,0.9886309700116924,0.8838030707128955,0.6341075887115079,0.9886309720909253,0.9886309679324594
71,72.0,0.15316666886210442,0.9802136768102646,0.97106,0.8528494332261298,0.9940412723531916,0.9685030800374393,0.7371957864148202,0.9940412762879061,0.9940412684184772
72,73.0,0.15124822537600993,0.9813250787258149,0.98602,0.9321709897666866,0.994163881553709,0.9844244395917822,0.8799175399415908,0.994163881553709,0.9941638815537092
73,74.0,0.15727860710024832,0.9799554109573364,0.98938,0.9677610319933582,0.9986622245787221,0.9867818380961864,0.94874022589053,0.9986622151304839,0.9986622340269603
74,75.0,0.15519421580433845,0.9806012445688248,0.98478,0.9366510988488375,0.9950701873791127,0.9826255707762557,0.8906766269214194,0.9950701856158393,0.9950701891423861
75,76.0,0.15601723723113536,0.9800549116134644,0.9874,0.9372640920274399,0.9913569013753409,0.985993152207746,0.8885350318471338,0.9913569003183296,0.9913569024323523
76,77.0,0.1539342150837183,0.981009843826294,0.9821,0.9490026753210281,0.9956616679951993,0.9774126791843327,0.9205926714577234,0.9956616127540142,0.9956617232363844
77,78.0,0.1493287775963545,0.9814173121452332,0.98066,0.941321968270578,0.9967790248132399,0.9762004380891438,0.9064434984520123,0.9967790267387839,0.9967790228876958
78,79.0,0.15539033888280393,0.9802594450712204,0.99242,0.9697693284510825,0.9980856125852064,0.9911946470888899,0.9483440098132752,0.9980856158920576,0.9980856092783552
79,80.0,0.15265384851396083,0.9810010792016983,0.98332,0.8975516551337046,0.9848368473954336,0.9820150090571896,0.8130883012102196,0.9848368501109654,0.9848368446799018
80,81.0,0.15475587898492812,0.9809029116630554,0.99092,0.9663326570385314,0.9972726862516131,0.9893020406239691,0.9433632734530938,0.9972726839567451,0.9972726885464812
81,82.0,0.1490235305428505,0.9811272764205933,0.9397,0.7778681261955414,0.9862866128072343,0.9330357142857143,0.6227005381053685,0.9862866149301082,0.9862866106843604
82,83.0,0.15137219792604448,0.9808483443260193,0.97546,0.9440931940990831,0.9971181855368,0.965244731475187,0.9229416567229793,0.997118184581937,0.997118186491663
83,84.0,0.14951191946864129,0.9817243438959121,0.96714,0.9218594783344314,0.9937644579439777,0.9555333026604238,0.8881856540084389,0.9937643059529415,0.9937646099350138
84,85.0,0.15114293287694455,0.980862678527832,0.98878,0.9654361005367162,0.9978961778887867,0.9861159233777161,0.9447562776957164,0.9978961721478001,0.9978961836297732
85,86.0,0.14979725667834282,0.9815855436325073,0.98488,0.9252717463911924,0.9891021552083579,0.9832216254605175,0.8673218673218673,0.989102156264841,0.9891021541518749
86,87.0,0.1524727744013071,0.9807356103658676,0.93476,0.722035669714862,0.9861849506667657,0.9299218011514995,0.5141495382782246,0.9861849492012251,0.9861849521323062
87,88.0,0.15165638184547425,0.9808306106328964,0.98124,0.9111399476374902,0.9957084560661037,0.9791360825659504,0.84314381270903,0.9957084571336282,0.9957084549985792
88,89.0,0.1537311493754387,0.9804135446548462,0.98926,0.9656011155643063,0.9969089101014461,0.9868672046955246,0.944335026433088,0.9969089087777296,0.9969089114251627
89,90.0,0.14812388809025287,0.9817194442749023,0.98848,0.9667713902892416,0.9978538605666865,0.9854066379528756,0.9481361426256077,0.9978538576025603,0.9978538635308126
90,91.0,0.15087025038897992,0.9807007440328598,0.99146,0.9688890610055848,0.9979675972666091,0.9898894229630857,0.9478886990480839,0.997967598014904,0.9979675965183141
91,92.0,0.15041420519351958,0.9807954119443894,0.99094,0.9493012388183912,0.9972168820594693,0.990043737224994,0.9085587404117884,0.9972168844777719,0.9972168796411668
92,93.0,0.14934337587654592,0.981342943906784,0.98888,0.9330175483499488,0.9895308317911142,0.9879114667130495,0.8781236299868479,0.9895308330500686,0.9895308305321598
93,94.0,0.14461404654383658,0.9824058449268341,0.97626,0.932240603069758,0.9977624138639591,0.970302727045284,0.894178479094232,0.9977624144799181,0.9977624132480002
94,95.0,0.14402325654029846,0.9822363449335099,0.98638,0.9537756169820618,0.9974392640443164,0.9836831512363428,0.9238680827277809,0.9974392676042454,0.9974392604843874
95,96.0,0.15034652080386876,0.9811509115695953,0.9844,0.9539374747446858,0.9964172180775355,0.9805209399895113,0.9273540094998602,0.9964172174629647,0.9964172186921062
96,97.0,0.14825985829532146,0.9814928096532821,0.99216,0.8901875900704723,0.9782006173179474,0.9919240198603185,0.788451160280626,0.9782006328232126,0.9782006018126821
97,98.0,0.14935044187307359,0.9809701117277145,0.96816,0.8838110223195283,0.9929687098906503,0.9633677719229619,0.804254272716095,0.9929686972916791,0.9929687224896214
98,99.0,0.14542321787774562,0.9818569103479385,0.9735,0.8871735875863995,0.9943334462989163,0.9702661460437144,0.8040810291290847,0.9943334733663859,0.9943334192314467
99,100.0,0.14633731937408448,0.9816304430961609,0.91362,0.756638287605149,0.9943095637841276,0.8999026606099935,0.6133739146003043,0.9943095612960031,0.9943095662722521
